runner_id,runner_name,session_num,date,age,gender,height_cm,weight_kg,bmi,location,altitude_m,latitude,longitude,route_distance_m,avg_pace_s_per_km,total_time_s,improvement_pct
runner-033,Supun 2,2,2026-01-12,50,M,184.8,92.1,27.0,Diyatha Uyana,12,6.88,79.9,2500,408.0,1020.0,0.66
runner-033,Supun 2,3,2026-01-19,50,M,184.8,92.1,27.0,Diyatha Uyana,12,6.88,79.9,2500,406.0,1015.0,1.32
runner-033,Supun 2,4,2026-01-26,50,M,184.8,92.1,27.0,Diyatha Uyana,12,6.88,79.9,2500,379.8,949.5,1.98
runner-033,Supun 2,5,2026-02-02,50,M,184.8,92.1,27.0,Diyatha Uyana,12,6.88,79.9,2500,412.5,1031.2,2.64
runner-033,Supun 2,6,2026-02-09,50,M,184.8,92.1,27.0,Diyatha Uyana,12,6.88,79.9,2500,384.4,961.0,3.3
runner-034,Kasun 2,1,2026-01-05,30,M,170.0,78.4,27.1,Nuwara Eliya Track,1868,6.97,80.77,10000,487.4,4874.0,0.0
runner-034,Kasun 2,2,2026-01-12,30,M,170.0,78.4,27.1,Nuwara Eliya Track,1868,6.97,80.77,10000,453.1,4531.0,1.6
runner-034,Kasun 2,3,2026-01-19,30,M,170.0,78.4,27.1,Nuwara Eliya Track,1868,6.97,80.77,10000,457.9,4579.0,3.2
runner-034,Kasun 2,4,2026-01-26,30,M,170.0,78.4,27.1,Nuwara Eliya Track,1868,6.97,80.77,10000,463.3,4633.0,4.8
runner-034,Kasun 2,5,2026-02-02,30,M,170.0,78.4,27.1,Nuwara Eliya Track,1868,6.97,80.77,10000,435.6,4356.0,6.4
runner-034,Kasun 2,6,2026-02-09,30,M,170.0,78.4,27.1,Nuwara Eliya Track,1868,6.97,80.77,10000,444.9,4449.0,8.0
runner-035,Malith 2,1,2026-01-05,36,M,167.1,72.4,25.9,Horton Plains,2160,6.8,80.8,1800,448.6,807.5,0.0
runner-035,Malith 2,2,2026-01-12,36,M,167.1,72.4,25.9,Horton Plains,2160,6.8,80.8,1800,455.7,820.3,2.65
runner-035,Malith 2,3,2026-01-19,36,M,167.1,72.4,25.9,Horton Plains,2160,6.8,80.8,1800,439.2,790.6,5.3
runner-035,Malith 2,4,2026-01-26,36,M,167.1,72.4,25.9,Horton Plains,2160,6.8,80.8,1800,417.3,751.1,7.95
runner-035,Malith 2,5,2026-02-02,36,M,167.1,72.4,25.9,Horton Plains,2160,6.8,80.8,1800,391.0,703.8,10.6
runner-035,Malith 2,6,2026-02-09,36,M,167.1,72.4,25.9,Horton Plains,2160,6.8,80.8,1800,400.0,720.0,13.25
runner-036,Nuwan 2,1,2026-01-05,59,M,168.2,86.6,30.6,Diyatha Uyana,12,6.88,79.9,7000,474.1,3318.7,0.0
runner-036,Nuwan 2,2,2026-01-12,59,M,168.2,86.6,30.6,Diyatha Uyana,12,6.88,79.9,7000,434.4,3040.8,2.16
runner-036,Nuwan 2,3,2026-01-19,59,M,168.2,86.6,30.6,Diyatha Uyana,12,6.88,79.9,7000,439.4,3075.8,4.32
runner-036,Nuwan 2,4,2026-01-26,59,M,168.2,86.6,30.6,Diyatha Uyana,12,6.88,79.9,7000,431.5,3020.5,6.48
runner-036,Nuwan 2,5,2026-02-02,59,M,168.2,86.6,30.6,Diyatha Uyana,12,6.88,79.9,7000,400.3,2802.1,8.64
runner-036,Nuwan 2,6,2026-02-09,59,M,168.2,86.6,30.6,Diyatha Uyana,12,6.88,79.9,7000,405.7,2839.9,10.8
runner-037,Kamal 2,1,2026-01-05,39,M,188.4,91.4,25.8,Diyatha Uyana,12,6.88,79.9,2500,381.2,953.0,0.0
runner-037,Kamal 2,2,2026-01-12,39,M,188.4,91.4,25.8,Diyatha Uyana,12,6.88,79.9,2500,378.0,945.0,1.29
runner-037,Kamal 2,3,2026-01-19,39,M,188.4,91.4,25.8,Diyatha Uyana,12,6.88,79.9,2500,371.0,927.5,2.58
runner-037,Kamal 2,4,2026-01-26,39,M,188.4,91.4,25.8,Diyatha Uyana,12,6.88,79.9,2500,379.3,948.2,3.87
runner-037,Kamal 2,5,2026-02-02,39,M,188.4,91.4,25.8,Diyatha Uyana,12,6.88,79.9,2500,363.5,908.8,5.16
runner-037,Kamal 2,6,2026-02-09,39,M,188.4,91.4,25.8,Diyatha Uyana,12,6.88,79.9,2500,352.1,880.2,6.45
runner-038,Dilshan 2,1,2026-01-05,44,M,179.9,64.7,20.0,Horton Plains,2160,6.8,80.8,5000,474.5,2372.5,0.0
runner-038,Dilshan 2,2,2026-01-12,44,M,179.9,64.7,20.0,Horton Plains,2160,6.8,80.8,5000,469.3,2346.5,1.9
runner-038,Dilshan 2,3,2026-01-19,44,M,179.9,64.7,20.0,Horton Plains,2160,6.8,80.8,5000,464.5,2322.5,3.8
runner-038,Dilshan 2,4,2026-01-26,44,M,179.9,64.7,20.0,Horton Plains,2160,6.8,80.8,5000,422.2,2111.0,5.7
runner-038,Dilshan 2,5,2026-02-02,44,M,179.9,64.7,20.0,Horton Plains,2160,6.8,80.8,5000,443.9,2219.5,7.6
runner-038,Dilshan 2,6,2026-02-09,44,M,179.9,64.7,20.0,Horton Plains,2160,6.8,80.8,5000,405.7,2028.5,9.5
runner-039,Chamara 2,1,2026-01-05,32,M,181.0,102.0,31.1,Galle Face Green,3,6.92,79.85,5000,398.3,1991.5,0.0
runner-039,Chamara 2,2,2026-01-12,32,M,181.0,102.0,31.1,Galle Face Green,3,6.92,79.85,5000,418.8,2094.0,0.68
runner-039,Chamara 2,3,2026-01-19,32,M,181.0,102.0,31.1,Galle Face Green,3,6.92,79.85,5000,372.0,1860.0,1.36
runner-039,Chamara 2,4,2026-01-26,32,M,181.0,102.0,31.1,Galle Face Green,3,6.92,79.85,5000,395.9,1979.5,2.04
runner-039,Chamara 2,5,2026-02-02,32,M,181.0,102.0,31.1,Galle Face Green,3,6.92,79.85,5000,369.7,1848.5,2.72
runner-039,Chamara 2,6,2026-02-09,32,M,181.0,102.0,31.1,Galle Face Green,3,6.92,79.85,5000,353.6,1768.0,3.4
runner-040,Asanka 2,1,2026-01-05,56,M,166.5,93.4,33.7,Ella Mountain Trail,1041,6.87,81.05,10000,526.0,5260.0,0.0
runner-040,Asanka 2,2,2026-01-12,56,M,166.5,93.4,33.7,Ella Mountain Trail,1041,6.87,81.05,10000,490.9,4909.0,3.35
runner-040,Asanka 2,3,2026-01-19,56,M,166.5,93.4,33.7,Ella Mountain Trail,1041,6.87,81.05,10000,492.4,4924.0,6.7
runner-040,Asanka 2,4,2026-01-26,56,M,166.5,93.4,33.7,Ella Mountain Trail,1041,6.87,81.05,10000,457.0,4570.0,10.05
runner-040,Asanka 2,5,2026-02-02,56,M,166.5,93.4,33.7,Ella Mountain Trail,1041,6.87,81.05,10000,459.8,4598.0,13.4
runner-040,Asanka 2,6,2026-02-09,56,M,166.5,93.4,33.7,Ella Mountain Trail,1041,6.87,81.05,10000,449.7,4497.0,16.75
runner-041,Ruwan 2,1,2026-01-05,46,M,171.7,84.0,28.5,Kandy Lake,510,7.29,80.64,7000,445.1,3115.7,0.0
runner-041,Ruwan 2,2,2026-01-12,46,M,171.7,84.0,28.5,Kandy Lake,510,7.29,80.64,7000,447.3,3131.1,2.2
runner-041,Ruwan 2,3,2026-01-19,46,M,171.7,84.0,28.5,Kandy Lake,510,7.29,80.64,7000,422.7,2958.9,4.4
runner-041,Ruwan 2,4,2026-01-26,46,M,171.7,84.0,28.5,Kandy Lake,510,7.29,80.64,7000,406.4,2844.8,6.6
runner-041,Ruwan 2,5,2026-02-02,46,M,171.7,84.0,28.5,Kandy Lake,510,7.29,80.64,7000,392.1,2744.7,8.8
runner-041,Ruwan 2,6,2026-02-09,46,M,171.7,84.0,28.5,Kandy Lake,510,7.29,80.64,7000,417.1,2919.7,11.0
runner-042,Pradeep 2,1,2026-01-05,23,M,175.7,81.6,26.4,Viharamahadevi Park,8,6.91,79.86,2000,337.7,675.4,0.0
runner-042,Pradeep 2,2,2026-01-12,23,M,175.7,81.6,26.4,Viharamahadevi Park,8,6.91,79.86,2000,356.0,712.0,0.72
runner-042,Pradeep 2,3,2026-01-19,23,M,175.7,81.6,26.4,Viharamahadevi Park,8,6.91,79.86,2000,338.2,676.4,1.44
runner-042,Pradeep 2,4,2026-01-26,23,M,175.7,81.6,26.4,Viharamahadevi Park,8,6.91,79.86,2000,346.8,693.6,2.16
runner-042,Pradeep 2,5,2026-02-02,23,M,175.7,81.6,26.4,Viharamahadevi Park,8,6.91,79.86,2000,317.3,634.6,2.88
runner-042,Pradeep 2,6,2026-02-09,23,M,175.7,81.6,26.4,Viharamahadevi Park,8,6.91,79.86,2000,350.2,700.4,3.6
runner-043,Harsha 2,1,2026-01-05,55,M,173.5,74.2,24.6,Sigiriya Base,370,7.96,80.76,4000,436.4,1745.6,0.0
runner-043,Harsha 2,2,2026-01-12,55,M,173.5,74.2,24.6,Sigiriya Base,370,7.96,80.76,4000,414.1,1656.4,2.17
runner-043,Harsha 2,3,2026-01-19,55,M,173.5,74.2,24.6,Sigiriya Base,370,7.96,80.76,4000,388.9,1555.6,4.34
runner-043,Harsha 2,4,2026-01-26,55,M,173.5,74.2,24.6,Sigiriya Base,370,7.96,80.76,4000,415.2,1660.8,6.51
runner-043,Harsha 2,5,2026-02-02,55,M,173.5,74.2,24.6,Sigiriya Base,370,7.96,80.76,4000,397.5,1590.0,8.68
runner-043,Harsha 2,6,2026-02-09,55,M,173.5,74.2,24.6,Sigiriya Base,370,7.96,80.76,4000,367.8,1471.2,10.85
runner-044,Saman 2,1,2026-01-05,52,M,177.3,50.6,16.1,Ella Mountain Trail,1041,6.87,81.05,2000,395.2,790.4,0.0
runner-044,Saman 2,2,2026-01-12,52,M,177.3,50.6,16.1,Ella Mountain Trail,1041,6.87,81.05,2000,402.2,804.4,1.46
runner-044,Saman 2,3,2026-01-19,52,M,177.3,50.6,16.1,Ella Mountain Trail,1041,6.87,81.05,2000,384.7,769.4,2.92
runner-044,Saman 2,4,2026-01-26,52,M,177.3,50.6,16.1,Ella Mountain Trail,1041,6.87,81.05,2000,370.5,741.0,4.38
runner-044,Saman 2,5,2026-02-02,52,M,177.3,50.6,16.1,Ella Mountain Trail,1041,6.87,81.05,2000,379.6,759.2,5.84
runner-044,Saman 2,6,2026-02-09,52,M,177.3,50.6,16.1,Ella Mountain Trail,1041,6.87,81.05,2000,354.7,709.4,7.3
runner-045,Lasith 2,1,2026-01-05,26,M,181.8,73.2,22.1,Horton Plains,2160,6.8,80.8,10000,479.5,4795.0,0.0
runner-045,Lasith 2,2,2026-01-12,26,M,181.8,73.2,22.1,Horton Plains,2160,6.8,80.8,10000,454.0,4540.0,2.48
runner-045,Lasith 2,3,2026-01-19,26,M,181.8,73.2,22.1,Horton Plains,2160,6.8,80.8,10000,448.4,4484.0,4.96
runner-045,Lasith 2,4,2026-01-26,26,M,181.8,73.2,22.1,Horton Plains,2160,6.8,80.8,10000,438.2,4382.0,7.44
runner-045,Lasith 2,5,2026-02-02,26,M,181.8,73.2,22.1,Horton Plains,2160,6.8,80.8,10000,427.8,4278.0,9.92
runner-045,Lasith 2,6,2026-02-09,26,M,181.8,73.2,22.1,Horton Plains,2160,6.8,80.8,10000,408.8,4088.0,12.4
runner-046,Dinesh 2,1,2026-01-05,31,M,165.0,78.1,28.7,Horton Plains,2160,6.8,80.8,2500,461.9,1154.8,0.0
runner-046,Dinesh 2,2,2026-01-12,31,M,165.0,78.1,28.7,Horton Plains,2160,6.8,80.8,2500,435.1,1087.8,3.13
runner-046,Dinesh 2,3,2026-01-19,31,M,165.0,78.1,28.7,Horton Plains,2160,6.8,80.8,2500,430.8,1077.0,6.26
runner-046,Dinesh 2,4,2026-01-26,31,M,165.0,78.1,28.7,Horton Plains,2160,6.8,80.8,2500,415.6,1039.0,9.39
runner-046,Dinesh 2,5,2026-02-02,31,M,165.0,78.1,28.7,Horton Plains,2160,6.8,80.8,2500,350.0,875.0,12.52
runner-046,Dinesh 2,6,2026-02-09,31,M,165.0,78.1,28.7,Horton Plains,2160,6.8,80.8,2500,373.1,932.8,15.65
runner-047,Aravinda 2,1,2026-01-05,40,M,172.5,79.5,26.7,Bellanwila Park,15,6.84,79.88,1000,378.8,378.8,0.0
runner-047,Aravinda 2,2,2026-01-12,40,M,172.5,79.5,26.7,Bellanwila Park,15,6.84,79.88,1000,365.9,365.9,3.82
runner-047,Aravinda 2,3,2026-01-19,40,M,172.5,79.5,26.7,Bellanwila Park,15,6.84,79.88,1000,352.7,352.7,7.64
runner-047,Aravinda 2,4,2026-01-26,40,M,172.5,79.5,26.7,Bellanwila Park,15,6.84,79.88,1000,339.8,339.8,11.46
runner-047,Aravinda 2,5,2026-02-02,40,M,172.5,79.5,26.7,Bellanwila Park,15,6.84,79.88,1000,312.8,312.8,15.28
runner-047,Aravinda 2,6,2026-02-09,40,M,172.5,79.5,26.7,Bellanwila Park,15,6.84,79.88,1000,292.3,292.3,19.1
runner-048,Sanath 2,1,2026-01-05,31,M,166.0,77.0,27.9,Nuwara Eliya Track,1868,6.97,80.77,1800,458.6,825.5,0.0
runner-048,Sanath 2,2,2026-01-12,31,M,166.0,77.0,27.9,Nuwara Eliya Track,1868,6.97,80.77,1800,424.1,763.4,2.62
runner-048,Sanath 2,3,2026-01-19,31,M,166.0,77.0,27.9,Nuwara Eliya Track,1868,6.97,80.77,1800,418.2,752.8,5.24
runner-048,Sanath 2,4,2026-01-26,31,M,166.0,77.0,27.9,Nuwara Eliya Track,1868,6.97,80.77,1800,398.3,716.9,7.86
runner-048,Sanath 2,5,2026-02-02,31,M,166.0,77.0,27.9,Nuwara Eliya Track,1868,6.97,80.77,1800,388.0,698.4,10.48
runner-048,Sanath 2,6,2026-02-09,31,M,166.0,77.0,27.9,Nuwara Eliya Track,1868,6.97,80.77,1800,397.0,714.6,13.1
runner-049,Kumara 2,1,2026-01-05,37,M,156.5,63.0,25.7,Horton Plains,2160,6.8,80.8,4000,470.6,1882.4,0.0
runner-049,Kumara 2,2,2026-01-12,37,M,156.5,63.0,25.7,Horton Plains,2160,6.8,80.8,4000,463.0,1852.0,3.8
runner-049,Kumara 2,3,2026-01-19,37,M,156.5,63.0,25.7,Horton Plains,2160,6.8,80.8,4000,434.4,1737.6,7.6
runner-049,Kumara 2,4,2026-01-26,37,M,156.5,63.0,25.7,Horton Plains,2160,6.8,80.8,4000,404.6,1618.4,11.4
runner-049,Kumara 2,5,2026-02-02,37,M,156.5,63.0,25.7,Horton Plains,2160,6.8,80.8,4000,391.4,1565.6,15.2
runner-049,Kumara 2,6,2026-02-09,37,M,156.5,63.0,25.7,Horton Plains,2160,6.8,80.8,4000,367.4,1469.6,19.0
runner-050,Mahela 2,1,2026-01-05,61,M,168.7,71.4,25.1,Sigiriya Base,370,7.96,80.76,1000,414.4,414.4,0.0
runner-050,Mahela 2,2,2026-01-12,61,M,168.7,71.4,25.1,Sigiriya Base,370,7.96,80.76,1000,422.5,422.5,1.72
runner-050,Mahela 2,3,2026-01-19,61,M,168.7,71.4,25.1,Sigiriya Base,370,7.96,80.76,1000,399.2,399.2,3.44
runner-050,Mahela 2,4,2026-01-26,61,M,168.7,71.4,25.1,Sigiriya Base,370,7.96,80.76,1000,402.4,402.4,5.16
runner-050,Mahela 2,5,2026-02-02,61,M,168.7,71.4,25.1,Sigiriya Base,370,7.96,80.76,1000,408.6,408.6,6.88
runner-050,Mahela 2,6,2026-02-09,61,M,168.7,71.4,25.1,Sigiriya Base,370,7.96,80.76,1000,370.1,370.1,8.6
runner-051,Nimal 2,1,2026-01-05,24,M,165.1,79.6,29.2,Ella Mountain Trail,1041,6.87,81.05,1800,397.0,714.6,0.0
runner-051,Nimal 2,2,2026-01-12,24,M,165.1,79.6,29.2,Ella Mountain Trail,1041,6.87,81.05,1800,361.1,650.0,2.02
runner-051,Nimal 2,3,2026-01-19,24,M,165.1,79.6,29.2,Ella Mountain Trail,1041,6.87,81.05,1800,381.2,686.2,4.04
runner-051,Nimal 2,4,2026-01-26,24,M,165.1,79.6,29.2,Ella Mountain Trail,1041,6.87,81.05,1800,397.5,715.5,6.06
runner-051,Nimal 2,5,2026-02-02,24,M,165.1,79.6,29.2,Ella Mountain Trail,1041,6.87,81.05,1800,354.4,637.9,8.08
runner-051,Nimal 2,6,2026-02-09,24,M,165.1,79.6,29.2,Ella Mountain Trail,1041,6.87,81.05,1800,356.5,641.7,10.1
runner-052,Buddhi 2,1,2026-01-05,45,M,176.9,60.7,19.4,Nuwara Eliya Track,1868,6.97,80.77,2000,458.3,916.6,0.0
runner-052,Buddhi 2,2,2026-01-12,45,M,176.9,60.7,19.4,Nuwara Eliya Track,1868,6.97,80.77,2000,435.1,870.2,3.41
runner-052,Buddhi 2,3,2026-01-19,45,M,176.9,60.7,19.4,Nuwara Eliya Track,1868,6.97,80.77,2000,407.8,815.6,6.82
runner-052,Buddhi 2,4,2026-01-26,45,M,176.9,60.7,19.4,Nuwara Eliya Track,1868,6.97,80.77,2000,405.8,811.6,10.23
runner-052,Buddhi 2,5,2026-02-02,45,M,176.9,60.7,19.4,Nuwara Eliya Track,1868,6.97,80.77,2000,368.5,737.0,13.64
runner-052,Buddhi 2,6,2026-02-09,45,M,176.9,60.7,19.4,Nuwara Eliya Track,1868,6.97,80.77,2000,355.1,710.2,17.05
runner-053,Chamath 2,1,2026-01-05,19,M,164.9,75.4,27.7,Ella Mountain Trail,1041,6.87,81.05,2000,386.1,772.2,0.0
runner-053,Chamath 2,2,2026-01-12,19,M,164.9,75.4,27.7,Ella Mountain Trail,1041,6.87,81.05,2000,389.6,779.2,1.74
runner-053,Chamath 2,3,2026-01-19,19,M,164.9,75.4,27.7,Ella Mountain Trail,1041,6.87,81.05,2000,352.9,705.8,3.48
runner-053,Chamath 2,4,2026-01-26,19,M,164.9,75.4,27.7,Ella Mountain Trail,1041,6.87,81.05,2000,352.4,704.8,5.22
runner-053,Chamath 2,5,2026-02-02,19,M,164.9,75.4,27.7,Ella Mountain Trail,1041,6.87,81.05,2000,346.2,692.4,6.96
runner-053,Chamath 2,6,2026-02-09,19,M,164.9,75.4,27.7,Ella Mountain Trail,1041,6.87,81.05,2000,348.0,696.0,8.7
runner-054,Thisara 2,1,2026-01-05,30,M,183.0,84.8,25.3,Ella Mountain Trail,1041,6.87,81.05,7000,417.3,2921.1,0.0
runner-054,Thisara 2,2,2026-01-12,30,M,183.0,84.8,25.3,Ella Mountain Trail,1041,6.87,81.05,7000,394.2,2759.4,3.15
runner-054,Thisara 2,3,2026-01-19,30,M,183.0,84.8,25.3,Ella Mountain Trail,1041,6.87,81.05,7000,375.7,2629.9,6.3
runner-054,Thisara 2,4,2026-01-26,30,M,183.0,84.8,25.3,Ella Mountain Trail,1041,6.87,81.05,7000,384.8,2693.6,9.45
runner-054,Thisara 2,5,2026-02-02,30,M,183.0,84.8,25.3,Ella Mountain Trail,1041,6.87,81.05,7000,377.3,2641.1,12.6
runner-054,Thisara 2,6,2026-02-09,30,M,183.0,84.8,25.3,Ella Mountain Trail,1041,6.87,81.05,7000,361.6,2531.2,15.75
runner-055,Dimuth 2,1,2026-01-05,62,M,172.5,92.7,31.2,Nuwara Eliya Track,1868,6.97,80.77,5000,502.4,2512.0,0.0
runner-055,Dimuth 2,2,2026-01-12,62,M,172.5,92.7,31.2,Nuwara Eliya Track,1868,6.97,80.77,5000,545.7,2728.5,2.44
runner-055,Dimuth 2,3,2026-01-19,62,M,172.5,92.7,31.2,Nuwara Eliya Track,1868,6.97,80.77,5000,488.7,2443.5,4.88
runner-055,Dimuth 2,4,2026-01-26,62,M,172.5,92.7,31.2,Nuwara Eliya Track,1868,6.97,80.77,5000,483.0,2415.0,7.32
runner-055,Dimuth 2,5,2026-02-02,62,M,172.5,92.7,31.2,Nuwara Eliya Track,1868,6.97,80.77,5000,463.8,2319.0,9.76
runner-055,Dimuth 2,6,2026-02-09,62,M,172.5,92.7,31.2,Nuwara Eliya Track,1868,6.97,80.77,5000,463.8,2319.0,12.2
runner-056,Dhananjaya 2,1,2026-01-05,32,M,175.8,80.4,26.0,KDU Clubhouse,45,7.0,79.95,7000,389.0,2723.0,0.0
runner-056,Dhananjaya 2,2,2026-01-12,32,M,175.8,80.4,26.0,KDU Clubhouse,45,7.0,79.95,7000,369.6,2587.2,3.83
runner-056,Dhananjaya 2,3,2026-01-19,32,M,175.8,80.4,26.0,KDU Clubhouse,45,7.0,79.95,7000,361.2,2528.4,7.66
runner-056,Dhananjaya 2,4,2026-01-26,32,M,175.8,80.4,26.0,KDU Clubhouse,45,7.0,79.95,7000,337.2,2360.4,11.49
runner-056,Dhananjaya 2,5,2026-02-02,32,M,175.8,80.4,26.0,KDU Clubhouse,45,7.0,79.95,7000,314.7,2202.9,15.32
runner-056,Dhananjaya 2,6,2026-02-09,32,M,175.8,80.4,26.0,KDU Clubhouse,45,7.0,79.95,7000,306.0,2142.0,19.15
runner-057,Wanindu 2,1,2026-01-05,56,M,171.2,80.4,27.4,Diyatha Uyana,12,6.88,79.9,2500,418.3,1045.8,0.0
runner-057,Wanindu 2,2,2026-01-12,56,M,171.2,80.4,27.4,Diyatha Uyana,12,6.88,79.9,2500,413.9,1034.8,1.3
runner-057,Wanindu 2,3,2026-01-19,56,M,171.2,80.4,27.4,Diyatha Uyana,12,6.88,79.9,2500,397.2,993.0,2.6
runner-057,Wanindu 2,4,2026-01-26,56,M,171.2,80.4,27.4,Diyatha Uyana,12,6.88,79.9,2500,399.1,997.8,3.9
runner-057,Wanindu 2,5,2026-02-02,56,M,171.2,80.4,27.4,Diyatha Uyana,12,6.88,79.9,2500,410.8,1027.0,5.2
runner-057,Wanindu 2,6,2026-02-09,56,M,171.2,80.4,27.4,Diyatha Uyana,12,6.88,79.9,2500,387.9,969.8,6.5
runner-058,Pathum 2,1,2026-01-05,62,M,182.7,69.1,20.7,Ella Mountain Trail,1041,6.87,81.05,1500,427.1,640.6,0.0
runner-058,Pathum 2,2,2026-01-12,62,M,182.7,69.1,20.7,Ella Mountain Trail,1041,6.87,81.05,1500,417.6,626.4,3.55
runner-058,Pathum 2,3,2026-01-19,62,M,182.7,69.1,20.7,Ella Mountain Trail,1041,6.87,81.05,1500,400.9,601.4,7.1
runner-058,Pathum 2,4,2026-01-26,62,M,182.7,69.1,20.7,Ella Mountain Trail,1041,6.87,81.05,1500,395.2,592.8,10.65
runner-058,Pathum 2,5,2026-02-02,62,M,182.7,69.1,20.7,Ella Mountain Trail,1041,6.87,81.05,1500,403.9,605.9,14.2
runner-058,Pathum 2,6,2026-02-09,62,M,182.7,69.1,20.7,Ella Mountain Trail,1041,6.87,81.05,1500,370.3,555.5,17.75
runner-059,Charith 2,1,2026-01-05,48,M,174.2,77.9,25.7,Ella Mountain Trail,1041,6.87,81.05,1500,428.1,642.1,0.0
runner-059,Charith 2,2,2026-01-12,48,M,174.2,77.9,25.7,Ella Mountain Trail,1041,6.87,81.05,1500,413.6,620.4,2.52
runner-059,Charith 2,3,2026-01-19,48,M,174.2,77.9,25.7,Ella Mountain Trail,1041,6.87,81.05,1500,420.1,630.1,5.04
runner-059,Charith 2,4,2026-01-26,48,M,174.2,77.9,25.7,Ella Mountain Trail,1041,6.87,81.05,1500,371.1,556.6,7.56
runner-059,Charith 2,5,2026-02-02,48,M,174.2,77.9,25.7,Ella Mountain Trail,1041,6.87,81.05,1500,395.2,592.8,10.08
runner-059,Charith 2,6,2026-02-09,48,M,174.2,77.9,25.7,Ella Mountain Trail,1041,6.87,81.05,1500,381.1,571.6,12.6
runner-060,Bhanuka 2,1,2026-01-05,53,M,173.0,58.7,19.6,Sigiriya Base,370,7.96,80.76,2000,376.5,753.0,0.0
runner-060,Bhanuka 2,2,2026-01-12,53,M,173.0,58.7,19.6,Sigiriya Base,370,7.96,80.76,2000,400.9,801.8,3.21
runner-060,Bhanuka 2,3,2026-01-19,53,M,173.0,58.7,19.6,Sigiriya Base,370,7.96,80.76,2000,365.6,731.2,6.42
runner-060,Bhanuka 2,4,2026-01-26,53,M,173.0,58.7,19.6,Sigiriya Base,370,7.96,80.76,2000,372.9,745.8,9.63
runner-060,Bhanuka 2,5,2026-02-02,53,M,173.0,58.7,19.6,Sigiriya Base,370,7.96,80.76,2000,330.9,661.8,12.84
runner-060,Bhanuka 2,6,2026-02-09,53,M,173.0,58.7,19.6,Sigiriya Base,370,7.96,80.76,2000,338.9,677.8,16.05
runner-061,Vinuja 3,1,2026-01-05,21,M,161.9,62.5,23.8,Diyatha Uyana,12,6.88,79.9,2000,345.4,690.8,0.0
runner-061,Vinuja 3,2,2026-01-12,21,M,161.9,62.5,23.8,Diyatha Uyana,12,6.88,79.9,2000,337.1,674.2,1.43
runner-061,Vinuja 3,3,2026-01-19,21,M,161.9,62.5,23.8,Diyatha Uyana,12,6.88,79.9,2000,321.3,642.6,2.86
runner-061,Vinuja 3,4,2026-01-26,21,M,161.9,62.5,23.8,Diyatha Uyana,12,6.88,79.9,2000,320.9,641.8,4.29
runner-061,Vinuja 3,5,2026-02-02,21,M,161.9,62.5,23.8,Diyatha Uyana,12,6.88,79.9,2000,302.9,605.8,5.72
runner-061,Vinuja 3,6,2026-02-09,21,M,161.9,62.5,23.8,Diyatha Uyana,12,6.88,79.9,2000,323.4,646.8,7.15
runner-062,Tharindu 3,1,2026-01-05,48,M,170.5,83.4,28.7,Kandy Lake,510,7.29,80.64,5000,439.6,2198.0,0.0
runner-062,Tharindu 3,2,2026-01-12,48,M,170.5,83.4,28.7,Kandy Lake,510,7.29,80.64,5000,444.7,2223.5,0.75
runner-062,Tharindu 3,3,2026-01-19,48,M,170.5,83.4,28.7,Kandy Lake,510,7.29,80.64,5000,436.2,2181.0,1.5
runner-062,Tharindu 3,4,2026-01-26,48,M,170.5,83.4,28.7,Kandy Lake,510,7.29,80.64,5000,413.3,2066.5,2.25
runner-062,Tharindu 3,5,2026-02-02,48,M,170.5,83.4,28.7,Kandy Lake,510,7.29,80.64,5000,428.1,2140.5,3.0
runner-062,Tharindu 3,6,2026-02-09,48,M,170.5,83.4,28.7,Kandy Lake,510,7.29,80.64,5000,414.7,2073.5,3.75
runner-063,Supun 3,1,2026-01-05,25,M,160.9,70.2,27.1,Kandy Lake,510,7.29,80.64,1800,379.7,683.5,0.0
runner-063,Supun 3,2,2026-01-12,25,M,160.9,70.2,27.1,Kandy Lake,510,7.29,80.64,1800,380.6,685.1,0.75
runner-063,Supun 3,3,2026-01-19,25,M,160.9,70.2,27.1,Kandy Lake,510,7.29,80.64,1800,368.8,663.8,1.5
runner-063,Supun 3,4,2026-01-26,25,M,160.9,70.2,27.1,Kandy Lake,510,7.29,80.64,1800,350.5,630.9,2.25
runner-063,Supun 3,5,2026-02-02,25,M,160.9,70.2,27.1,Kandy Lake,510,7.29,80.64,1800,361.8,651.2,3.0
runner-063,Supun 3,6,2026-02-09,25,M,160.9,70.2,27.1,Kandy Lake,510,7.29,80.64,1800,366.4,659.5,3.75
runner-064,Kasun 3,1,2026-01-05,62,M,169.3,86.5,30.2,Kandy Lake,510,7.29,80.64,7000,464.8,3253.6,0.0
runner-064,Kasun 3,2,2026-01-12,62,M,169.3,86.5,30.2,Kandy Lake,510,7.29,80.64,7000,474.5,3321.5,2.39
runner-064,Kasun 3,3,2026-01-19,62,M,169.3,86.5,30.2,Kandy Lake,510,7.29,80.64,7000,471.9,3303.3,4.78
runner-064,Kasun 3,4,2026-01-26,62,M,169.3,86.5,30.2,Kandy Lake,510,7.29,80.64,7000,432.9,3030.3,7.17
runner-064,Kasun 3,5,2026-02-02,62,M,169.3,86.5,30.2,Kandy Lake,510,7.29,80.64,7000,431.7,3021.9,9.56
